bullying_words,type_bully
  Hahaha I like everything thats etiable. :D soooo like chipotle is one of my many favoritees :) r r Buuuuut I really enjoy tacos  kung pao  chicken veggie penne-my creation ;] cajun rice. Pancakes always. I love ALL veggies and fruit is awesome. hahar I also like to try new foods. Exotic things noone would ever try! Ive had Sate Torpedo ;) haha I wouldn't suggest it.r r I don't eat fast food or frozen gourmet meals. Processed food grosses me out :P yukkkkie.,non-bully
  ummmmmm  i would like to move back to idaho falls because it was really pretty and i miss all my friends.. but i guess california or new jersey or new york would be cool. :) p.s. who is this? i love the questions,non-bully
 What were you like as a kid?,non-bully
  Not really. I wanna go back to gatliburg..i gotta necklace from one of the gem places up in the mountians and the head on the necklace broke. so i wanna get it fixed. :] haha but other than that. the beach would be nice but were tyring to get a house around here so idk if money will work.,non-bully
  nope,non-bully
 If you had A Big Win in the Lottery  how long would you wait to tell people?,non-bully
 Have u evr listened 2 a song repeatedly just b/c it reminded u of ur crush?,non-bully
  yes,non-bully
  i know alot of pretty people.,non-bully
  Crap this is hard  haha umm &quot;People Need Inspiration&quot;- The Last Song <33,non-bully
  not too often.,non-bully
  scorpion as long as i wouldnt die,non-bully
  i guess the other people in it?,non-bully
  Stupidity.,non-bully
  Hells yeah you go back!,non-bully
 Do you miss your hometown?,non-bully
  hahahah what,non-bully
  oh god um um um um maybe london =] i dont no somewhere where there is alot of clothes =] =] =],non-bully
 guess who  r u obsest wiv short stack,non-bully
 If you had to give up one favorite food  what would the most difficult?,non-bully
  Yes :),non-bully
 How does Freddy Kruger wipe his butt?,non-bully
 Do you like traveling? How often do you think you ride in a car?,non-bully
 I love you tabi!!!!,non-bully
  Well i do now :p,non-bully
 What is answer you hate hearing?,non-bully
 What award would you love to win and for what achievement?,non-bully
 ahahaahahahaha. yourr a funny kid.,non-bully
  positive :],non-bully
  uhhh not really anything.,non-bully
  i have no idea. but its prolly because of where our priorities lay.... compared to the others that dont think. where are theirs?,non-bully
  something to make me money.....like lots of money.,non-bully
  :) hey thank you  that means alot. is this who i think it is?r but really thank you,non-bully
  Give me a hint :),non-bully
  im pretty fit :),non-bully
  I haven't been online for like three weeks hhaha,non-bully
 If drugs had no bad effect on your health...would you do them?,non-bully
  Umm like; sure(x,non-bully
  Committed  I want to like one girl cause then I will know for sure that she is the one((: <3,non-bully
 r u &amp; Frances still talken?,non-bully
 What do you know about the.illumanati,non-bully
  Fuck yes i think i am! haha,non-bully
  yep  and p.s. my phone died im lazy to charge it,non-bully
  Honestly I don't know yet. I will find out in a few months(:,non-bully
  Janet son of a gun. haha,non-bully
  along came polly. cause its funny,non-bully
 Someone still needs to read someone one her poems >:(  (Smiley is not pleased),non-bully
 Im going to spam anonymously k? You down?,non-bully
 im a ninja if that helps,non-bully
  I think there good :) I like most of your questions most of the time hahaha,non-bully
  nope,non-bully
  Errmm...Harry potter? lol,non-bully
 Do you think parents are too hard on kids these days?,non-bully
 do you think you could make it in the woods with just camping supplys for a week? {no cellphone.),non-bully
 do you think gays are more stylish than girls? why or why not?,non-bully
  omg really i never noticed lol =],non-bully
 when ever you go to google translate  DONT USE IT!!! trust me....,non-bully
  Ohio  USA. And its pretty rad :],non-bully
 Are my questions boring?,non-bully
 what was the weirdest thing you have seen?,non-bully
  yeah when it first came on but not anymore at all,non-bully
  i think everyone does,non-bully
  bully  no 2  idk..???? help me out give me there myspace  3. no i use to live in idaho but i recently moved to texas.4. i have plenty of pictures at my school  home old home whatever and PLENTY of videos.5 MY PICS ARE IN PHOTO BUCKET???,non-bully
  im pretty fucking skilled then :D,non-bully
  Purple,non-bully
 Do you eat cheeseburgers?,non-bully
 Hey if ur reading this I dnt know if u were following me or not but if u were I think I deleted all my followers so could u follow me again thanks,non-bully
  dont even try <3 haha,non-bully
  no. i suck.,non-bully
  Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,non-bully
 You can only have one kind of sandwich. Every sandwich ingredient known to humankind is at your immediate disposal:,non-bully
  lmfao! haha! Nahh its my badd;),non-bully
 If you could make one person fall in love with you who would it be?,non-bully
 How would a world without music affect us?,non-bully
  yeah !,non-bully
 Have you had an std be honest? Im sure half of y&;all have.,non-bully
 What are you having for dinner? Who is cooking? Do you cook your own dinner?,non-bully
 Blue Bear  or Purple Penguin?,non-bully
 Have you ever cheated in a relationship?,non-bully
  my hearing aids as they help me hear the smallest things like crickets :D family as they will always be there for me:D and God  even tho ive been struggling with my faith lately i know he will help me and wouldnt give me anything i cant handle,non-bully
 how many times do u take a bath in a day?,non-bully
 What character from a movie most reminds you of yourself?,non-bully
  Nope,non-bully
  I did. And then realized I dont get on my account enough to follow a bazillion people and keep them all posted up on my life. So I deleted it. r So Im sticking with formspring :],non-bully
 i found you on jensens thingie. i cant really see your picture but i guess your cute?,non-bully
 Wet the toothbrush or brush dry with the toothpaste?,non-bully
 the guy at lunch at ur table at school who u hang out with and talk to he is HOT,non-bully
 How do you tell when you run out of invisible ink?,non-bully
  huh? they love animals so they dont eat THEM but they do gotta eat one way or another lol,non-bully
  Hmmm.. its a tie. I loved all the Bailey School Kids Series and Dr. Suess books. But the BFG. All time favorite childhood book.,non-bully
 Do yooh lite it upp ma?!,non-bully
  tim.&amp; i dont think men are hot.,non-bully
  :))),non-bully
  Why nott secret person(:,non-bully
  okay,non-bully
  myspace for the freedom of creativity :] and facebook for the social aspect.,non-bully
 you tell me :p,non-bully
 Where do you buy your groceries from?,non-bully
  nahh its humorous usually,non-bully
  Usually going to my brothers baseball games :) then all day outside!!! my favorite <3r Rollerblading or finding a new park and then out with the boyfriend usually to eat and then doing something..from a movie to going grocery shopping haha,non-bully
  they laughed alil too much i guess,non-bully
  no but i so wanna go this year!,non-bully
 How would you describe  in your mind  the greatest guy in the world? What would he be like? What would he do with his time?,non-bully
 Do you think we will find another life form in your life time?,non-bully
 Was Jesus a virgin when he died?,non-bully
  i dont no tomato sauce,non-bully
 Do you eat all the servings in the food groups on a daily basis?,non-bully
  It really depends on my mood and the type of people im around. Im very good at starting conversations but if Im around someone else thats doing a lot of talking  I may just be a bit backwards cause I don't like to steal the light :),non-bully
  Thank you(:,non-bully
  jesus!,non-bully
 i like learning french  how about you? =),non-bully
  IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah,non-bully
 Do you like Tom Cruise movies?,non-bully
 Have you ever collected stickers that are on fruits?,non-bully
  Yes it is lots of fun :) I wouldn't mind learning latin. Its a dead language of course but apparently there are a lot of good things you can get out of latin and a bunch of things are based on it.,non-bully
 this one and the one about boys at six flags flirting with you that were older  yeah that&;s too,non-bully
  yes,non-bully
  Dance the robot. :],non-bully
  hahaha im pretty sure he has a girlfriend  and even if he didnt there are sooo many pretty girls than me.,non-bully
  jack.,non-bully
  in between. i have a boyfriend that likes to contribute to my cleaniness with his messiness.,non-bully
 I THINK SHE GOT U ON MYSPACE,non-bully
  dont be silly  wrap ur willy! lol,non-bully
 r How much do looks matter to you in a guy/girl?,non-bully
 If you had to cook dinner for someone tonight  what would you make?,non-bully
  corona lights :D,non-bully
  I love cheese cubes.,non-bully
 If Uranus had earthquakes would they be called Uranusquakes,non-bully
  cremated because i wanna be spread in the ocean.,non-bully
 Has anyone ever taken a picture of you while you were asleep?,non-bully
 What wood yuh do fo meh???,non-bully
 What happens when you put a lightsaber in water?,non-bully
 In your opinion  is being argumentative a positive trait or a flaw?,non-bully
  Give it back to them. I don't really hate anyone..,non-bully
  idk haha maybe beowulf:],non-bully
  i think the death jokes are worse.,non-bully
 Can bald men get lice?,non-bully
  smile. eyes. complection,non-bully
  yesssssssssssssss :D,non-bully
  Youuur daddyyy  <3,non-bully
 What do you think makes a person snap and kill someone?,non-bully
  Shh....Dnt tell anybully k? haha! NOTHING! MWAH!,non-bully
  I've had a lot in the last year.,non-bully
  not really,non-bully
  Don't be anonymous. Share your name :],non-bully
  great  yours?,non-bully
  depends on who their spying on.....,non-bully
  tv cuz i can always find my shows online :D,non-bully
 hmm  foohl  i said dont approve xD,non-bully
 Do you have any concerns at this moment?,non-bully
 How well do you handle rejection?,non-bully
 why do we yawn when we see other people yawning?,non-bully
 lala,non-bully
  Yes but it was for the good. They meant a  lot to me at the time  but at the time I was being a stupid girl. :l,non-bully
  ummmm..,non-bully
 haha damn the ninja thing gave it away,non-bully
  I think I would be a true friend. Now if your saying that my friend was in a relationship with another one of my friends that I knew were being screwed over? then that would be hard but the truth always comes out no matter what. and I dont believe its my place to do so. But as for them being what kind of friend. I just wouldn't trust them.,non-bully
